t_sec,ABack_x,ABack_y,ABack_z
819.19,-0.308105,0.616699,0.421387
819.2,-0.062988,0.850586,0.32959
819.21,0.052734,0.991211,0.21582
819.22,-0.009277,0.996094,0.349121
819.23,-0.029297,0.785156,0.736328
819.24,0.223633,0.638184,1.456055
819.25,0.45459,0.42334,1.98877
819.26,0.734863,0.075684,2.157227
819.27,1.020508,-0.462891,2.509277
819.28,1.141113,-0.930176,2.294922
819.29,0.921875,-1.07666,1.837891
819.3,0.498047,-0.932617,1.364746
819.31,0.179199,-0.830078,1.067383
819.32,0.092773,-0.754883,0.766113
819.33,0.086914,-0.676758,0.551758
819.34,-0.081543,-0.452637,0.615723
819.35,-0.30957,-0.290527,0.399414
819.36,-0.351563,-0.292969,-0.038574
819.37,-0.115723,-0.15918,-0.144043
819.38,0.06543,0.015625,-0.082031
819.39,0.059082,0.293457,-0.120605
819.4,-0.065918,0.67041,0.039551
819.41,-0.345703,0.898438,0.222656
819.42,-0.564453,0.828125,0.243164
819.43,-0.508789,0.638184,0.277832
819.44,-0.413086,0.500977,0.474121
819.45,-0.574219,0.382324,1.056152
819.46,-1.01709,0.342285,2.023438
819.47,-1.560059,0.062988,1.894531
819.48,-1.33252,-0.181152,1.564453
819.49,-1.266602,-0.595703,2.584473
819.5,-1.024902,-0.99707,2.773926
819.51,-0.464355,-1.119141,2.326172
819.52,0.226074,-0.983887,2.049316
819.53,0.721191,-0.919922,1.765625
819.54,0.799316,-1.091797,1.378906
819.55,0.466797,-1.160645,1.033203
819.56,0.367676,-1.024414,0.363281
819.57,0.577637,-0.824707,0.250977
819.58,0.614258,-0.574219,0.221191
819.59,0.290527,-0.276855,0.021973
819.6,-0.063477,0.153809,-0.04248
819.61,-0.282715,0.667969,-0.032715
819.62,-0.442871,0.945313,0.057617
819.63,-0.539063,0.892578,0.115234
819.64,-0.479004,0.824707,0.253418
819.65,-0.338379,0.655762,0.229492
819.66,-0.138672,0.413574,0.205078
